skill_id,skill_title,skill_type,skill_description_final
8777f944d189438e750f9966decd98eac4ebf4af5df984405c8deb63273e2dc4,Electric Vehicle and Hybrid Electric Vehicle Maintenance Management,SFw TSC,Electric Vehicle and Hybrid Electric Vehicle Maintenance Management: This skill involves the ability to use knowledge of electric and hybrid electric vehicles to safely carry out maintenance activities. It requires an understanding of the components and systems of these vehicles and the ability to apply this knowledge in a safe work environment.
b632998e73ca1cfafe79b2fff8463d17b54311f32e9b1c161e982822fc4a8e8c,Cargo Load Planning,SFw TSC,"Cargo Load Planning: Developing and managing cargo load plans to ensure safe and efficient loading and unloading operations, while adhering to organisational and international standards."
0860f2616ab58a9c6152f5109d2f37cc9f210b7c80850b80348a45bc487fbee0,Fluentd,Apps and Tools,"Fluentd is an open source data collector for unified logging layer. It allows you to collect data from different sources, unify and send them to various destinations. It is easy to set up and provides a scalable and reliable log forwarding solution."
b9e9ade9d871f35ce0bc0089e2293a63d88de1d5f8efd6694be24472e280f443,Gas Network Planning,SFw TSC,Gas Network Planning: Develop and manage long-term plans to optimise network utilisation and capital expenditure. Provide advice on the rolling ten-year development plan and formulate strategies to address long-term implications. Conduct feasibility studies to inform network planning.
533b012b21045922dab9e81ba9996e5077bd3e12ec7540a7d8b71a9da7b81998,Aircraft Manual Handling,SFw TSC,"Aircraft Manual Handling: Manually operate aircraft to ensure safe handling during all phases of flight, including manoeuvring with manual controls and instruments."
089950ae52dee9bedce427d642a2876d74d8e0e9bd8c949dbecb33948303dfad,Postcss,Apps and Tools,"Postcss is a tool for transforming CSS with JavaScript. It enables developers to use modern CSS syntax, optimize and automate their workflow, and create reusable components. It is a powerful tool for improving the quality of your CSS code."
ad50e5a1bcb39e078685e602eadeca2bd1c334e2c6b802050f8609270affc409,Behaviour Change Facilitation,SFw TSC,Behaviour Change Facilitation: Facilitate and sustain learning objectives through the development and implementation of behaviour change strategies. Drive mindset shifts and behaviour changes to ensure successful learning initiatives and interventions.
08d87b3309bacb587bf9e6a9eaac2f85659bc16a4d78a58cd3ddd0f698fe7ac4,Apache Parquet,Apps and Tools,"Apache Parquet is an open-source columnar storage format for big data analytics. It is optimized for efficient storage and retrieval of large datasets and provides support for a wide variety of data formats. Parquet is ideal for data warehousing, analytics, and machine learning applications."
cbbcb5981b421026081a1b4ed926c6bab18ec146e3ba33e0b404fd1e7534850a,Derivatives Trading Management,SFw TSC,"Derivatives Trading Management: Develop and execute strategies for trading derivatives to achieve proprietary and risk management objectives. Analyse underlying assets and risk factors to structure trades, and execute trades according to established plans while considering the organisation's commodities positions and risk appetite."
09180c25d9564bb60bc3f869e7718cfd605be538f1b1990d0204d25ae8074498,SPARQL,Apps and Tools,SPARQL is a query language for retrieving and manipulating data stored in Resource Description Framework (RDF) format. It is used to query semantic data from RDF triple stores and linked data sources.
5667f20bcb439f188326deae7d58c330930d4524209970fb78cee5c2244220f8,Intellectual Property Intelligence,SFw TSC,Intellectual Property Intelligence: Conduct research and evaluate data to identify and assess intellectual property intelligence. Utilize prior art searches to inform decisions and support business strategies.
0935a8b79eba2e9696e9dd16411de7b1a0cd9820036f34b8f173f536f7545d35,Apple Books (Software),Apps and Tools,"Apple Books is a powerful tool for discovering, downloading, and reading books on your Apple device. With a vast selection of titles, Apple Books makes it easy to find your next great read."
ec770232cf18a8994153d22c49f34c6a23131f100670dcf808c3ff1b5585b04f,Firearm Handling,SFw TSC,Firearm Handling: Follow established protocols and procedures when operating firearms. Demonstrate a high level of safety and accuracy when handling firearms.
,,SFw TSC,
098e57c4564d5c625e63ee548b240a8695b3de30ab7aebe44e98367d657d5004,vMotion,Apps and Tools,vMotion is an app tool that allows users to easily migrate virtual machines between physical servers without any downtime. It provides a secure and reliable way to move workloads across different environments.
b3d7f5fdc691dad7c00b53ea3e69012ed111d4568f2786a9699b24c79b37efb9,Content Ingest Operations,SFw TSC,"Content Ingest Operations: Manage content ingest operations, including planning, scheduling, executing, encoding, segmenting and optimising processes to meet programming requirements. Monitor incoming materials and generate reports to ensure quality standards are met. Lead efforts to improve content ingest operations to meet current and future needs."
09f25c69a7726d83d05ce2033574f9ca32fdfa61f76967a51a02f247c093c9b2,Jupyter Notebook,Apps and Tools,"Jupyter Notebook is an open-source web application that allows you to create and share documents that contain live code, equations, visualizations, and narrative text. It is a powerful tool for data analysis and scientific computing."
09f70b3b4d55a9d70574f055abb60dd42f7a972f8e22e8694625e63403171d51,ETAP Software,Apps and Tools,"ETAP software is an all-in-one electrical engineering solution for power system analysis and design. It provides a comprehensive suite of tools for power system modeling, analysis, optimization, and automation. It is used by engineers to design, analyze, and optimize power systems."
054e4250655fe573bed91a4f9fac66f689d62fc8ba098fcde87781a909bacd17,Business Proposal Writing,SFw TSC,"Business Proposal Writing: Developing strategies to identify and capitalize on business opportunities, and creating proposals to respond to requests for proposals (RFPs) or other solicitations."
a731de317ec82d39242dfef5a4e4803582ba3e5db1b5651fbf0a7220d87b1fc6,Applications Support and Enhancement,SFw TSC,"Applications Support and Enhancement: Provide technical support and improvements to users of applications, including installation, maintenance, troubleshooting and responding to change requests. Analyse performance statistics and user feedback, and collaborate with developers to evaluate viability of application enhancements."
0a18ff1d348e70cb4f6f4bfe554cf750e34fc722d83aa21d9944d9972611635d,Adobe Dreamweaver,Apps and Tools,"Adobe Dreamweaver is a powerful web development tool that enables users to create, design, and publish websites with ease. It offers a wide range of features, including a visual editor, code editor, and FTP support. With Dreamweaver, you can create stunning websites quickly and easily."
0a4a70def39abd19560c8ac3cbb184a52662e89c5c352686d89b99b555bdca16,Veeva,Apps and Tools,"Veeva is a cloud-based customer relationship management (CRM) platform designed to help life sciences companies manage customer relationships and sales operations. It offers a suite of tools to help streamline customer engagement, sales operations, and marketing activities."
0a4c6ba1400aad9894a406b63524143937fb25cf4737c243bd39e6ddf4a70ae4,Vertica,Apps and Tools,"Vertica is an advanced analytics platform that enables organizations to quickly and easily analyze large amounts of data. It provides powerful data processing capabilities, scalability, and performance to help organizations make better decisions."
ce8bdb884cd2374a5676bc5e87e2366030ebe55a33459002cb61f623cb7d7f65,Audit and Compliance,SFw TSC,"Audit and Compliance: Developing and implementing audit and compliance strategies to ensure adherence to standards and regulations. Conducting audits, analysing results and implementing changes to address identified gaps. Establishing audit and compliance objectives and strengthening internal controls. Evaluating gaps in business and IT operations and enhancing compliance processes."
